Exch,ExchType,Scripcode,Name,Expiry,Root,Symbol,StrikePrice,OptonType,LTP,OI,OI_Change,OI_START,Ch,Ch_Diff
N,D,143097,TATACOMM 25 Aug 2022 CE 1060.00,2022-08-25 14:30:00,TATACOMM,TATACOMM,1060.0,CE,1083.3,54500,54500,54500,0.0,0
N,D,134520,INDIGO 25 Aug 2022 PE 2100.00,2022-08-25 14:30:00,INDIGO,INDIGO,2100.0,PE,2062.0,35100,35100,35100,0.0,0
N,D,141159,RAMCOCEM 25 Aug 2022 CE 770.00,2022-08-25 14:30:00,RAMCOCEM,RAMCOCEM,770.0,CE,757.0,29750,29750,29750,0.0,0
N,D,141945,SBILIFE 25 Aug 2022 CE 1300.00,2022-08-25 14:30:00,SBILIFE,SBILIFE,1300.0,CE,1308.25,415500,415500,414000,0.0,0
N,D,141946,SBILIFE 25 Aug 2022 PE 1300.00,2022-08-25 14:30:00,SBILIFE,SBILIFE,1300.0,PE,1308.25,154500,154500,154500,0.0,0
N,D,134518,INDIGO 25 Aug 2022 PE 2080.00,2022-08-25 14:30:00,INDIGO,INDIGO,2080.0,PE,2062.0,14700,14700,14700,0.0,0
N,D,133702,ICICIPRULI 25 Aug 2022 PE 580.00,2022-08-25 14:30:00,ICICIPRULI,ICICIPRULI,580.0,PE,577.25,43500,43500,43500,0.0,0
N,D,143098,TATACOMM 25 Aug 2022 PE 1060.00,2022-08-25 14:30:00,TATACOMM,TATACOMM,1060.0,PE,1083.3,40500,40500,40500,0.0,0
N,D,141160,RAMCOCEM 25 Aug 2022 PE 770.00,2022-08-25 14:30:00,RAMCOCEM,RAMCOCEM,770.0,PE,757.0,1700,1700,1700,0.0,0
N,D,140572,PIIND 25 Aug 2022 PE 3300.00,2022-08-25 14:30:00,PIIND,PIIND,3300.0,PE,3390.0,11250,11250,11250,0.0,0
N,D,142922,SYNGENE 25 Aug 2022 PE 610.00,2022-08-25 14:30:00,SYNGENE,SYNGENE,610.0,PE,595.05,1000,1000,1000,0.0,0
N,D,133703,ICICIPRULI 25 Aug 2022 CE 585.00,2022-08-25 14:30:00,ICICIPRULI,ICICIPRULI,585.0,CE,577.25,45000,45000,45000,0.0,0
N,D,94328,BAJAJ-AUTO 25 Aug 2022 PE 4050.00,2022-08-25 14:30:00,BAJAJ-AUTO,BAJAJ-AUTO,4050.0,PE,4089.05,40000,40000,40000,0.0,0
N,D,142921,SYNGENE 25 Aug 2022 CE 610.00,2022-08-25 14:30:00,SYNGENE,SYNGENE,610.0,CE,595.05,32000,32000,32000,0.0,0
N,D,142920,SYNGENE 25 Aug 2022 PE 600.00,2022-08-25 14:30:00,SYNGENE,SYNGENE,600.0,PE,595.05,26000,26000,26000,0.0,0
N,D,94326,BAJAJ-AUTO 25 Aug 2022 PE 4000.00,2022-08-25 14:30:00,BAJAJ-AUTO,BAJAJ-AUTO,4000.0,PE,4089.05,86250,86250,86250,0.0,0
N,D,133704,ICICIPRULI 25 Aug 2022 PE 585.00,2022-08-25 14:30:00,ICICIPRULI,ICICIPRULI,585.0,PE,577.25,4500,4500,4500,0.0,0
N,D,142918,SYNGENE 25 Aug 2022 PE 590.00,2022-08-25 14:30:00,SYNGENE,SYNGENE,590.0,PE,595.05,1000,1000,1000,0.0,0
N,D,110927,CONCOR 25 Aug 2022 PE 710.00,2022-08-25 14:30:00,CONCOR,CONCOR,710.0,PE,720.0,40000,40000,40000,0.0,0
N,D,110931,CONCOR 25 Aug 2022 PE 730.00,2022-08-25 14:30:00,CONCOR,CONCOR,730.0,PE,720.0,16000,16000,16000,0.0,0
N,D,133308,HONAUT 25 Aug 2022 PE 42000.00,2022-08-25 14:30:00,HONAUT,HONAUT,42000.0,PE,42689.0,390,390,390,0.0,0
N,D,133309,HONAUT 25 Aug 2022 CE 42500.00,2022-08-25 14:30:00,HONAUT,HONAUT,42500.0,CE,42689.0,30,30,30,0.0,0
N,D,133312,HONAUT 25 Aug 2022 PE 43000.00,2022-08-25 14:30:00,HONAUT,HONAUT,43000.0,PE,42689.0,105,105,105,0.0,0
N,D,142917,SYNGENE 25 Aug 2022 CE 590.00,2022-08-25 14:30:00,SYNGENE,SYNGENE,590.0,CE,595.05,84000,84000,84000,0.0,0
N,D,142916,SYNGENE 25 Aug 2022 PE 580.00,2022-08-25 14:30:00,SYNGENE,SYNGENE,580.0,PE,595.05,11000,11000,11000,0.0,0
N,D,141948,SBILIFE 25 Aug 2022 PE 1310.00,2022-08-25 14:30:00,SBILIFE,SBILIFE,1310.0,PE,1308.25,27750,27750,27750,0.0,0
N,D,143099,TATACOMM 25 Aug 2022 CE 1080.00,2022-08-25 14:30:00,TATACOMM,TATACOMM,1080.0,CE,1083.3,40500,40500,40500,0.0,0
N,D,133697,ICICIPRULI 25 Aug 2022 CE 570.00,2022-08-25 14:30:00,ICICIPRULI,ICICIPRULI,570.0,CE,577.25,154500,154500,154500,0.0,0
N,D,140573,PIIND 25 Aug 2022 CE 3350.00,2022-08-25 14:30:00,PIIND,PIIND,3350.0,CE,3390.0,6750,6750,6750,0.0,0
N,D,140571,PIIND 25 Aug 2022 CE 3300.00,2022-08-25 14:30:00,PIIND,PIIND,3300.0,CE,3390.0,20250,20250,20250,0.0,0
N,D,140474,PIDILITIND 25 Aug 2022 PE 2700.00,2022-08-25 14:30:00,PIDILITIND,PIDILITIND,2700.0,PE,2678.5,10000,10000,10000,0.0,0
N,D,140472,PIDILITIND 25 Aug 2022 PE 2680.00,2022-08-25 14:30:00,PIDILITIND,PIDILITIND,2680.0,PE,2678.5,2000,2000,2000,0.0,0
N,D,143208,TATACONSUM 25 Aug 2022 PE 780.00,2022-08-25 14:30:00,TATACONSUM,TATACONSUM,780.0,PE,778.9,284400,284400,284400,0.0,0
N,D,140470,PIDILITIND 25 Aug 2022 PE 2660.00,2022-08-25 14:30:00,PIDILITIND,PIDILITIND,2660.0,PE,2678.5,14250,14250,14250,0.0,0
N,D,140469,PIDILITIND 25 Aug 2022 CE 2660.00,2022-08-25 14:30:00,PIDILITIND,PIDILITIND,2660.0,CE,2678.5,57500,57500,57750,0.0,0
N,D,136884,LUPIN 25 Aug 2022 PE 700.00,2022-08-25 14:30:00,LUPIN,LUPIN,700.0,PE,682.6,88400,88400,88400,0.0,0
N,D,136882,LUPIN 25 Aug 2022 PE 690.00,2022-08-25 14:30:00,LUPIN,LUPIN,690.0,PE,682.6,80750,80750,80750,0.0,0
N,D,144381,UBL 25 Aug 2022 CE 1620.00,2022-08-25 14:30:00,UBL,UBL,1620.0,CE,1654.0,20800,20800,20800,0.0,0
N,D,144382,UBL 25 Aug 2022 PE 1620.00,2022-08-25 14:30:00,UBL,UBL,1620.0,PE,1654.0,9600,9600,9600,0.0,0
N,D,144383,UBL 25 Aug 2022 CE 1640.00,2022-08-25 14:30:00,UBL,UBL,1640.0,CE,1654.0,40000,40000,40000,0.0,0
N,D,136878,LUPIN 25 Aug 2022 PE 670.00,2022-08-25 14:30:00,LUPIN,LUPIN,670.0,PE,682.6,306850,306850,306850,0.0,0
N,D,144384,UBL 25 Aug 2022 PE 1640.00,2022-08-25 14:30:00,UBL,UBL,1640.0,PE,1654.0,14400,14400,14400,0.0,0
N,D,143204,TATACONSUM 25 Aug 2022 PE 760.00,2022-08-25 14:30:00,TATACONSUM,TATACONSUM,760.0,PE,778.9,407700,407700,407700,0.0,0
N,D,136877,LUPIN 25 Aug 2022 CE 670.00,2022-08-25 14:30:00,LUPIN,LUPIN,670.0,CE,682.6,174250,174250,174250,0.0,0
N,D,143203,TATACONSUM 25 Aug 2022 CE 760.00,2022-08-25 14:30:00,TATACONSUM,TATACONSUM,760.0,CE,778.9,304200,304200,304200,0.0,0
N,D,140578,PIIND 25 Aug 2022 PE 3450.00,2022-08-25 14:30:00,PIIND,PIIND,3450.0,PE,3390.0,250,250,250,0.0,0
N,D,144388,UBL 25 Aug 2022 PE 1680.00,2022-08-25 14:30:00,UBL,UBL,1680.0,PE,1654.0,1200,1200,1200,0.0,0
N,D,141157,RAMCOCEM 25 Aug 2022 CE 760.00,2022-08-25 14:30:00,RAMCOCEM,RAMCOCEM,760.0,CE,757.0,117300,117300,117300,0.0,0
N,D,144387,UBL 25 Aug 2022 CE 1680.00,2022-08-25 14:30:00,UBL,UBL,1680.0,CE,1654.0,18000,18000,18000,0.0,0
N,D,135536,JINDALSTEL 25 Aug 2022 PE 410.00,2022-08-25 14:30:00,JINDALSTEL,JINDALSTEL,410.0,PE,409.95,248750,248750,248750,0.0,0
N,D,144386,UBL 25 Aug 2022 PE 1660.00,2022-08-25 14:30:00,UBL,UBL,1660.0,PE,1654.0,6000,6000,6000,0.0,0
N,D,135978,KOTAKBANK 25 Aug 2022 PE 1840.00,2022-08-25 14:30:00,KOTAKBANK,KOTAKBANK,1840.0,PE,1842.65,399200,399200,398800,0.0,0
N,D,143100,TATACOMM 25 Aug 2022 PE 1080.00,2022-08-25 14:30:00,TATACOMM,TATACOMM,1080.0,PE,1083.3,16500,16500,16500,0.0,0
N,D,141156,RAMCOCEM 25 Aug 2022 PE 750.00,2022-08-25 14:30:00,RAMCOCEM,RAMCOCEM,750.0,PE,757.0,21250,21250,21250,0.0,0
N,D,141155,RAMCOCEM 25 Aug 2022 CE 750.00,2022-08-25 14:30:00,RAMCOCEM,RAMCOCEM,750.0,CE,757.0,59500,59500,59500,0.0,0
N,D,141154,RAMCOCEM 25 Aug 2022 PE 740.00,2022-08-25 14:30:00,RAMCOCEM,RAMCOCEM,740.0,PE,757.0,34000,34000,34000,0.0,0
N,D,135982,KOTAKBANK 25 Aug 2022 PE 1880.00,2022-08-25 14:30:00,KOTAKBANK,KOTAKBANK,1880.0,PE,1842.65,79200,79200,79200,0.0,0
N,D,143102,TATACOMM 25 Aug 2022 PE 1100.00,2022-08-25 14:30:00,TATACOMM,TATACOMM,1100.0,PE,1083.3,52500,52500,52500,0.0,0
N,D,141153,RAMCOCEM 25 Aug 2022 CE 740.00,2022-08-25 14:30:00,RAMCOCEM,RAMCOCEM,740.0,CE,757.0,34850,34850,34850,0.0,0
N,D,143103,TATACOMM 25 Aug 2022 CE 1120.00,2022-08-25 14:30:00,TATACOMM,TATACOMM,1120.0,CE,1083.3,83000,83000,83000,0.0,0
N,D,144385,UBL 25 Aug 2022 CE 1660.00,2022-08-25 14:30:00,UBL,UBL,1660.0,CE,1654.0,27600,27600,27600,0.0,0
N,D,136880,LUPIN 25 Aug 2022 PE 680.00,2022-08-25 14:30:00,LUPIN,LUPIN,680.0,PE,682.6,184450,184450,184450,0.0,0
N,D,122233,LTTS 25 Aug 2022 PE 3650.00,2022-08-25 14:30:00,LTTS,LTTS,3650.0,PE,3679.95,7200,7200,7200,0.0,0
N,D,143987,TORNTPHARM 25 Aug 2022 CE 1550.00,2022-08-25 14:30:00,TORNTPHARM,TORNTPHARM,1550.0,CE,1578.6,23000,23000,23000,0.0,0
N,D,134380,INDIAMART 25 Aug 2022 PE 4300.00,2022-08-25 14:30:00,INDIAMART,INDIAMART,4300.0,PE,4390.3,6750,6750,6750,0.0,0
N,D,134377,INDIAMART 25 Aug 2022 CE 4200.00,2022-08-25 14:30:00,INDIAMART,INDIAMART,4200.0,CE,4390.3,9600,9600,9600,0.0,0
N,D,113513,ESCORTS 25 Aug 2022 PE 1860.00,2022-08-25 14:30:00,ESCORTS,ESCORTS,1860.0,PE,1844.5,8250,8250,8250,0.0,0
N,D,142147,SHREECEM 25 Aug 2022 CE 21750.00,2022-08-25 14:30:00,SHREECEM,SHREECEM,21750.0,CE,21385.0,550,550,550,0.0,0
N,D,142146,SHREECEM 25 Aug 2022 PE 21500.00,2022-08-25 14:30:00,SHREECEM,SHREECEM,21500.0,PE,21385.0,25,25,25,0.0,0
N,D,142144,SHREECEM 25 Aug 2022 PE 21250.00,2022-08-25 14:30:00,SHREECEM,SHREECEM,21250.0,PE,21385.0,25,25,25,0.0,0
N,D,142143,SHREECEM 25 Aug 2022 CE 21250.00,2022-08-25 14:30:00,SHREECEM,SHREECEM,21250.0,CE,21385.0,750,750,750,0.0,0
N,D,142142,SHREECEM 25 Aug 2022 PE 21000.00,2022-08-25 14:30:00,SHREECEM,SHREECEM,21000.0,PE,21385.0,2225,2225,2225,0.0,0
N,D,142141,SHREECEM 25 Aug 2022 CE 21000.00,2022-08-25 14:30:00,SHREECEM,SHREECEM,21000.0,CE,21385.0,3600,3600,3600,0.0,0
N,D,110373,CIPLA 25 Aug 2022 PE 1050.00,2022-08-25 14:30:00,CIPLA,CIPLA,1050.0,PE,1036.0,57850,57850,57850,0.0,0
N,D,113005,DRREDDY 25 Aug 2022 PE 4400.00,2022-08-25 14:30:00,DRREDDY,DRREDDY,4400.0,PE,4300.0,11625,11625,11625,0.0,0
N,D,113001,DRREDDY 25 Aug 2022 PE 4300.00,2022-08-25 14:30:00,DRREDDY,DRREDDY,4300.0,PE,4300.0,75250,75250,75125,0.0,0
N,D,112998,DRREDDY 25 Aug 2022 CE 4250.00,2022-08-25 14:30:00,DRREDDY,DRREDDY,4250.0,CE,4300.0,47500,47500,47500,0.0,0
N,D,95489,BAJAJFINSV 25 Aug 2022 PE 16250.00,2022-08-25 14:30:00,BAJAJFINSV,BAJAJFINSV,16250.0,PE,15930.0,150,150,150,0.0,0
N,D,95487,BAJAJFINSV 25 Aug 2022 PE 16000.00,2022-08-25 14:30:00,BAJAJFINSV,BAJAJFINSV,16000.0,PE,15930.0,14150,14150,14150,0.0,0
N,D,95431,BAJAJFINSV 25 Aug 2022 PE 15750.00,2022-08-25 14:30:00,BAJAJFINSV,BAJAJFINSV,15750.0,PE,15930.0,14600,14600,14600,0.0,0
N,D,142540,SRTRANSFIN 25 Aug 2022 PE 1400.00,2022-08-25 14:30:00,SRTRANSFIN,SRTRANSFIN,1400.0,PE,1362.55,48600,48600,48600,0.0,0
N,D,133557,ICICIGI 25 Aug 2022 CE 1320.00,2022-08-25 14:30:00,ICICIGI,ICICIGI,1320.0,CE,1298.0,89250,89250,89250,0.0,0
N,D,135620,JKCEMENT 25 Aug 2022 PE 2600.00,2022-08-25 14:30:00,JKCEMENT,JKCEMENT,2600.0,PE,2650.0,2500,2500,2500,0.0,0
N,D,135621,JKCEMENT 25 Aug 2022 CE 2650.00,2022-08-25 14:30:00,JKCEMENT,JKCEMENT,2650.0,CE,2650.0,30750,30750,30750,0.0,0
N,D,135623,JKCEMENT 25 Aug 2022 CE 2700.00,2022-08-25 14:30:00,JKCEMENT,JKCEMENT,2700.0,CE,2650.0,65250,65250,65250,0.0,0
N,D,135624,JKCEMENT 25 Aug 2022 PE 2700.00,2022-08-25 14:30:00,JKCEMENT,JKCEMENT,2700.0,PE,2650.0,250,250,250,0.0,0
N,D,135625,JKCEMENT 25 Aug 2022 CE 2750.00,2022-08-25 14:30:00,JKCEMENT,JKCEMENT,2750.0,CE,2650.0,7750,7750,7750,0.0,0
N,D,134382,INDIAMART 25 Aug 2022 PE 4400.00,2022-08-25 14:30:00,INDIAMART,INDIAMART,4400.0,PE,4390.3,6300,6300,6300,0.0,0
N,D,138572,MUTHOOTFIN 25 Aug 2022 PE 1080.00,2022-08-25 14:30:00,MUTHOOTFIN,MUTHOOTFIN,1080.0,PE,1050.55,64500,64500,64500,0.0,0
N,D,144496,ULTRACEMCO 25 Aug 2022 PE 6800.00,2022-08-25 14:30:00,ULTRACEMCO,ULTRACEMCO,6800.0,PE,6654.0,8600,8600,8600,0.0,0
N,D,142534,SRTRANSFIN 25 Aug 2022 PE 1340.00,2022-08-25 14:30:00,SRTRANSFIN,SRTRANSFIN,1340.0,PE,1362.55,79200,79200,79200,0.0,0
N,D,142535,SRTRANSFIN 25 Aug 2022 CE 1360.00,2022-08-25 14:30:00,SRTRANSFIN,SRTRANSFIN,1360.0,CE,1362.55,64800,64800,64800,0.0,0
N,D,142536,SRTRANSFIN 25 Aug 2022 PE 1360.00,2022-08-25 14:30:00,SRTRANSFIN,SRTRANSFIN,1360.0,PE,1362.55,68400,68400,68400,0.0,0
N,D,142537,SRTRANSFIN 25 Aug 2022 CE 1380.00,2022-08-25 14:30:00,SRTRANSFIN,SRTRANSFIN,1380.0,CE,1362.55,93600,93600,93600,0.0,0
N,D,142538,SRTRANSFIN 25 Aug 2022 PE 1380.00,2022-08-25 14:30:00,SRTRANSFIN,SRTRANSFIN,1380.0,PE,1362.55,39600,39600,39600,0.0,0
N,D,144489,ULTRACEMCO 25 Aug 2022 CE 6500.00,2022-08-25 14:30:00,ULTRACEMCO,ULTRACEMCO,6500.0,CE,6654.0,27300,27300,27300,0.0,0
N,D,134384,INDIAMART 25 Aug 2022 PE 4500.00,2022-08-25 14:30:00,INDIAMART,INDIAMART,4500.0,PE,4390.3,6150,6150,6150,0.0,0
N,D,135312,IRCTC 25 Aug 2022 PE 680.00,2022-08-25 14:30:00,IRCTC,IRCTC,680.0,PE,667.5,156625,156625,156625,0.0,0
N,D,144774,VOLTAS 25 Aug 2022 PE 1020.00,2022-08-25 14:30:00,VOLTAS,VOLTAS,1020.0,PE,1020.0,144000,144000,144000,0.0,0
N,D,134994,INTELLECT 25 Aug 2022 PE 640.00,2022-08-25 14:30:00,INTELLECT,INTELLECT,640.0,PE,632.0,37500,37500,37500,0.0,0
N,D,134996,INTELLECT 25 Aug 2022 PE 660.00,2022-08-25 14:30:00,INTELLECT,INTELLECT,660.0,PE,632.0,2250,2250,2250,0.0,0
N,D,144999,WIPRO 25 Aug 2022 CE 430.00,2022-08-25 14:30:00,WIPRO,WIPRO,430.0,CE,437.25,1307000,1307000,1308000,0.0,0
N,D,154113,WIPRO 25 Aug 2022 PE 445.00,2022-08-25 14:30:00,WIPRO,WIPRO,445.0,PE,437.25,107000,107000,107000,0.0,0
N,D,109330,BOSCHLTD 25 Aug 2022 CE 17750.00,2022-08-25 14:30:00,BOSCHLTD,BOSCHLTD,17750.0,CE,18055.0,6900,6900,6900,0.0,0
N,D,109331,BOSCHLTD 25 Aug 2022 PE 17750.00,2022-08-25 14:30:00,BOSCHLTD,BOSCHLTD,17750.0,PE,18055.0,3200,3200,3200,0.0,0
N,D,134992,INTELLECT 25 Aug 2022 PE 620.00,2022-08-25 14:30:00,INTELLECT,INTELLECT,620.0,PE,632.0,46500,46500,46500,0.0,0
N,D,109333,BOSCHLTD 25 Aug 2022 PE 18000.00,2022-08-25 14:30:00,BOSCHLTD,BOSCHLTD,18000.0,PE,18055.0,3900,3900,3900,0.0,0
N,D,136224,LALPATHLAB 25 Aug 2022 PE 2400.00,2022-08-25 14:30:00,LALPATHLAB,LALPATHLAB,2400.0,PE,2465.0,34000,34000,34000,0.0,0
N,D,136225,LALPATHLAB 25 Aug 2022 CE 2450.00,2022-08-25 14:30:00,LALPATHLAB,LALPATHLAB,2450.0,CE,2465.0,48250,48250,48250,0.0,0
N,D,136228,LALPATHLAB 25 Aug 2022 PE 2500.00,2022-08-25 14:30:00,LALPATHLAB,LALPATHLAB,2500.0,PE,2465.0,4250,4250,4250,0.0,0
N,D,144193,TRENT 25 Aug 2022 CE 1380.00,2022-08-25 14:30:00,TRENT,TRENT,1380.0,CE,1406.0,38425,38425,38425,0.0,0
N,D,144196,TRENT 25 Aug 2022 PE 1400.00,2022-08-25 14:30:00,TRENT,TRENT,1400.0,PE,1406.0,95700,95700,95700,0.0,0
N,D,144198,TRENT 25 Aug 2022 PE 1420.00,2022-08-25 14:30:00,TRENT,TRENT,1420.0,PE,1406.0,18125,18125,18125,0.0,0
N,D,109334,BOSCHLTD 25 Aug 2022 CE 18250.00,2022-08-25 14:30:00,BOSCHLTD,BOSCHLTD,18250.0,CE,18055.0,2850,2850,2850,0.0,0
N,D,133556,ICICIGI 25 Aug 2022 PE 1300.00,2022-08-25 14:30:00,ICICIGI,ICICIGI,1300.0,PE,1298.0,6800,6800,6800,0.0,0
N,D,134991,INTELLECT 25 Aug 2022 CE 620.00,2022-08-25 14:30:00,INTELLECT,INTELLECT,620.0,CE,632.0,107250,107250,107250,0.0,0
N,D,134989,INTELLECT 25 Aug 2022 CE 600.00,2022-08-25 14:30:00,INTELLECT,INTELLECT,600.0,CE,632.0,6750,6750,6750,0.0,0
N,D,144776,VOLTAS 25 Aug 2022 PE 1040.00,2022-08-25 14:30:00,VOLTAS,VOLTAS,1040.0,PE,1020.0,51500,51500,51500,0.0,0
N,D,144778,VOLTAS 25 Aug 2022 PE 1060.00,2022-08-25 14:30:00,VOLTAS,VOLTAS,1060.0,PE,1020.0,13000,13000,13000,0.0,0
N,D,136301,LAURUSLABS 25 Aug 2022 CE 560.00,2022-08-25 14:30:00,LAURUSLABS,LAURUSLABS,560.0,CE,577.95,256500,256500,256500,0.0,0
N,D,136302,LAURUSLABS 25 Aug 2022 PE 560.00,2022-08-25 14:30:00,LAURUSLABS,LAURUSLABS,560.0,PE,577.95,97200,97200,97200,0.0,0
N,D,83550,ABB 25 Aug 2022 CE 2860.00,2022-08-25 14:30:00,ABB,ABB,2860.0,CE,2900.0,8500,8500,8500,0.0,0
N,D,83551,ABB 25 Aug 2022 PE 2860.00,2022-08-25 14:30:00,ABB,ABB,2860.0,PE,2900.0,1500,1500,1500,0.0,0
N,D,134990,INTELLECT 25 Aug 2022 PE 600.00,2022-08-25 14:30:00,INTELLECT,INTELLECT,600.0,PE,632.0,96000,96000,96000,0.0,0
N,D,83554,ABB 25 Aug 2022 CE 2900.00,2022-08-25 14:30:00,ABB,ABB,2900.0,CE,2900.0,74250,74250,73000,0.0,0
N,D,85235,ALKEM 25 Aug 2022 PE 2950.00,2022-08-25 14:30:00,ALKEM,ALKEM,2950.0,PE,2955.0,4600,4600,4600,0.0,0
N,D,85237,ALKEM 25 Aug 2022 PE 3000.00,2022-08-25 14:30:00,ALKEM,ALKEM,3000.0,PE,2955.0,35800,35800,35800,0.0,0
N,D,85238,ALKEM 25 Aug 2022 CE 3050.00,2022-08-25 14:30:00,ALKEM,ALKEM,3050.0,CE,2955.0,12200,12200,12200,0.0,0
N,D,85239,ALKEM 25 Aug 2022 PE 3050.00,2022-08-25 14:30:00,ALKEM,ALKEM,3050.0,PE,2955.0,2800,2800,2800,0.0,0
N,D,85202,ALKEM 25 Aug 2022 CE 2900.00,2022-08-25 14:30:00,ALKEM,ALKEM,2900.0,CE,2955.0,2800,2800,2800,0.0,0
N,D,85203,ALKEM 25 Aug 2022 PE 2900.00,2022-08-25 14:30:00,ALKEM,ALKEM,2900.0,PE,2955.0,25600,25600,25600,0.0,0
N,D,83556,ABB 25 Aug 2022 PE 2900.00,2022-08-25 14:30:00,ABB,ABB,2900.0,PE,2900.0,3250,3250,3250,0.0,0
N,D,143716,TECHM 25 Aug 2022 PE 1040.00,2022-08-25 14:30:00,TECHM,TECHM,1040.0,PE,1077.0,385800,385800,385800,0.0,0
N,D,133554,ICICIGI 25 Aug 2022 PE 1280.00,2022-08-25 14:30:00,ICICIGI,ICICIGI,1280.0,PE,1298.0,37400,37400,37400,0.0,0
N,D,133551,ICICIGI 25 Aug 2022 CE 1260.00,2022-08-25 14:30:00,ICICIGI,ICICIGI,1260.0,CE,1298.0,41650,41650,41650,0.0,0
N,D,111065,COROMANDEL 25 Aug 2022 PE 1070.00,2022-08-25 14:30:00,COROMANDEL,COROMANDEL,1070.0,PE,1082.0,5600,5600,5600,0.0,0
N,D,111064,COROMANDEL 25 Aug 2022 CE 1070.00,2022-08-25 14:30:00,COROMANDEL,COROMANDEL,1070.0,CE,1082.0,36400,36400,36400,0.0,0
N,D,140698,POLYCAB 25 Aug 2022 PE 2450.00,2022-08-25 14:30:00,POLYCAB,POLYCAB,2450.0,PE,2441.0,2400,2400,2400,0.0,0
N,D,140696,POLYCAB 25 Aug 2022 PE 2400.00,2022-08-25 14:30:00,POLYCAB,POLYCAB,2400.0,PE,2441.0,49200,49200,49200,0.0,0
N,D,140694,POLYCAB 25 Aug 2022 PE 2350.00,2022-08-25 14:30:00,POLYCAB,POLYCAB,2350.0,PE,2441.0,13800,13800,13800,0.0,0
N,D,140693,POLYCAB 25 Aug 2022 CE 2350.00,2022-08-25 14:30:00,POLYCAB,POLYCAB,2350.0,CE,2441.0,13200,13200,13200,0.0,0
N,D,137922,MFSL 25 Aug 2022 PE 830.00,2022-08-25 14:30:00,MFSL,MFSL,830.0,PE,814.6,14300,14300,14300,0.0,0
N,D,137921,MFSL 25 Aug 2022 CE 830.00,2022-08-25 14:30:00,MFSL,MFSL,830.0,CE,814.6,16900,16900,16900,0.0,0
N,D,137920,MFSL 25 Aug 2022 PE 820.00,2022-08-25 14:30:00,MFSL,MFSL,820.0,PE,814.6,3900,3900,3900,0.0,0
N,D,137917,MFSL 25 Aug 2022 CE 810.00,2022-08-25 14:30:00,MFSL,MFSL,810.0,CE,814.6,7150,7150,7150,0.0,0
N,D,137916,MFSL 25 Aug 2022 PE 800.00,2022-08-25 14:30:00,MFSL,MFSL,800.0,PE,814.6,76050,76050,76050,0.0,0
N,D,137312,MARICO 25 Aug 2022 PE 520.00,2022-08-25 14:30:00,MARICO,MARICO,520.0,PE,512.4,94800,94800,94800,0.0,0
N,D,137310,MARICO 25 Aug 2022 PE 515.00,2022-08-25 14:30:00,MARICO,MARICO,515.0,PE,512.4,50400,50400,50400,0.0,0
N,D,137308,MARICO 25 Aug 2022 PE 510.00,2022-08-25 14:30:00,MARICO,MARICO,510.0,PE,512.4,181200,181200,181200,0.0,0
N,D,137307,MARICO 25 Aug 2022 CE 510.00,2022-08-25 14:30:00,MARICO,MARICO,510.0,CE,512.4,117600,117600,117600,0.0,0
N,D,137306,MARICO 25 Aug 2022 PE 505.00,2022-08-25 14:30:00,MARICO,MARICO,505.0,PE,512.4,14400,14400,14400,0.0,0
N,D,137305,MARICO 25 Aug 2022 CE 505.00,2022-08-25 14:30:00,MARICO,MARICO,505.0,CE,512.4,1200,1200,1200,0.0,0
N,D,143988,TORNTPHARM 25 Aug 2022 PE 1550.00,2022-08-25 14:30:00,TORNTPHARM,TORNTPHARM,1550.0,PE,1578.6,18000,18000,18000,0.0,0
N,D,143989,TORNTPHARM 25 Aug 2022 CE 1575.00,2022-08-25 14:30:00,TORNTPHARM,TORNTPHARM,1575.0,CE,1578.6,31000,31000,31000,0.0,0
N,D,143991,TORNTPHARM 25 Aug 2022 CE 1600.00,2022-08-25 14:30:00,TORNTPHARM,TORNTPHARM,1600.0,CE,1578.6,109000,109000,109000,0.0,0
N,D,143992,TORNTPHARM 25 Aug 2022 PE 1600.00,2022-08-25 14:30:00,TORNTPHARM,TORNTPHARM,1600.0,PE,1578.6,3500,3500,3500,0.0,0
N,D,143993,TORNTPHARM 25 Aug 2022 CE 1625.00,2022-08-25 14:30:00,TORNTPHARM,TORNTPHARM,1625.0,CE,1578.6,26000,26000,26000,0.0,0
N,D,144095,TORNTPOWER 25 Aug 2022 CE 570.00,2022-08-25 14:30:00,TORNTPOWER,TORNTPOWER,570.0,CE,581.5,39000,39000,39000,0.0,0
N,D,111067,COROMANDEL 25 Aug 2022 PE 1080.00,2022-08-25 14:30:00,COROMANDEL,COROMANDEL,1080.0,PE,1082.0,3500,3500,3500,0.0,0
N,D,144098,TORNTPOWER 25 Aug 2022 PE 580.00,2022-08-25 14:30:00,TORNTPOWER,TORNTPOWER,580.0,PE,581.5,28500,28500,28500,0.0,0
N,D,144101,TORNTPOWER 25 Aug 2022 CE 600.00,2022-08-25 14:30:00,TORNTPOWER,TORNTPOWER,600.0,CE,581.5,196500,196500,196500,0.0,0
N,D,96774,BALKRISIND 25 Aug 2022 CE 2180.00,2022-08-25 14:30:00,BALKRISIND,BALKRISIND,2180.0,CE,2212.95,20100,20100,20100,0.0,0
N,D,96775,BALKRISIND 25 Aug 2022 PE 2180.00,2022-08-25 14:30:00,BALKRISIND,BALKRISIND,2180.0,PE,2212.95,3900,3900,3900,0.0,0
